45J070--Nason Cr. nr mouth

DATE         TIME    FLOW (cfs)   QUALITY
01/07/2002   00:00      No Data       255
01/08/2002   00:00      No Data       255
01/09/2002   00:00      No Data       255
01/10/2002   00:00      No Data       255
01/11/2002   00:00      No Data       255
01/12/2002   00:00      No Data       255
01/13/2002   00:00      No Data       255
01/14/2002   00:00      No Data       255
01/15/2002   00:00      No Data       255
01/16/2002   00:00      No Data       255
01/17/2002   00:00      No Data       255
01/18/2002   00:00      No Data       255
01/19/2002   00:00      No Data       255
01/20/2002   00:00      No Data       255
01/21/2002   00:00      No Data       255
01/22/2002   00:00      No Data       255
01/23/2002   00:00      No Data       255
01/24/2002   00:00      No Data       255
01/25/2002   00:00      No Data       255
01/26/2002   00:00      No Data       255
01/27/2002   00:00      No Data       255
01/28/2002   00:00      No Data       255
01/29/2002   00:00      No Data       255
01/30/2002   00:00      No Data       255
01/31/2002   00:00      No Data       255
02/01/2002   00:00      No Data       255
02/02/2002   00:00      No Data       255
02/03/2002   00:00      No Data       255
02/04/2002   00:00      No Data       255
02/05/2002   00:00      No Data       255
02/06/2002   00:00      No Data       255
02/07/2002   00:00      No Data       255
02/08/2002   00:00      No Data       255
02/09/2002   00:00      No Data       255
02/10/2002   00:00      No Data       255
02/11/2002   00:00      No Data       255
02/12/2002   00:00      No Data       255
02/13/2002   00:00      No Data       255
02/14/2002   00:00      No Data       255
02/15/2002   00:00      No Data       255
02/16/2002   00:00      No Data       255
02/17/2002   00:00      No Data       255
02/18/2002   00:00      No Data       255
02/19/2002   00:00      No Data       255
02/20/2002   00:00      No Data       255
02/21/2002   00:00      No Data       255
02/22/2002   00:00      No Data       255
02/23/2002   00:00      No Data       255
02/24/2002   00:00      No Data       255
02/25/2002   00:00      No Data       255
02/26/2002   00:00      No Data       255
02/27/2002   00:00      No Data       255
02/28/2002   00:00      No Data       255
03/01/2002   00:00      No Data       255
03/02/2002   00:00      No Data       255
03/03/2002   00:00      No Data       255
03/04/2002   00:00      No Data       255
03/05/2002   00:00      No Data       255
03/06/2002   00:00      No Data       255
03/07/2002   00:00      No Data       255
03/08/2002   00:00      No Data       255
03/09/2002   00:00      No Data       255
03/10/2002   00:00      No Data       255
03/11/2002   00:00      No Data       255
03/12/2002   00:00      No Data       255
03/13/2002   00:00      No Data       255
03/14/2002   00:00      No Data       255
03/15/2002   00:00      No Data       255
03/16/2002   00:00      No Data       255
03/17/2002   00:00      No Data       255
03/18/2002   00:00      No Data       255
03/19/2002   00:00      No Data       255
03/20/2002   00:00      No Data       255
03/21/2002   00:00      No Data       255
03/22/2002   00:00      No Data       255
03/23/2002   00:00      No Data       255
03/24/2002   00:00      No Data       255
03/25/2002   00:00      No Data       255
03/26/2002   00:00      No Data       255
03/27/2002   00:00      No Data       255
03/28/2002   00:00      No Data       255
03/29/2002   00:00      No Data       255
03/30/2002   00:00      No Data       255
03/31/2002   00:00      No Data       255
04/01/2002   00:00      No Data       255
04/02/2002   00:00      No Data       255
04/03/2002   00:00      No Data       255
04/04/2002   00:00      No Data       255
04/05/2002   00:00      No Data       255
04/06/2002   00:00      No Data       255
04/07/2002   00:00      No Data       255
04/08/2002   00:00      No Data       255
04/09/2002   00:00      No Data       255
04/10/2002   00:00      No Data       255
04/11/2002   00:00      No Data       255
04/12/2002   00:00      No Data       255
04/13/2002   00:00      No Data       255
04/14/2002   00:00      No Data       255
04/15/2002   00:00      No Data       255
04/16/2002   00:00      No Data       255
04/17/2002   00:00      No Data       255
04/18/2002   00:00      No Data       255
04/19/2002   00:00      No Data       255
04/20/2002   00:00      No Data       255
04/21/2002   00:00      No Data       255
04/22/2002   00:00      No Data       255
04/23/2002   00:00      No Data       255
04/24/2002   00:00      No Data       255
04/25/2002   00:00      No Data       255
04/26/2002   00:00      No Data       255
04/27/2002   00:00      No Data       255
04/28/2002   00:00      No Data       255
04/29/2002   00:00      No Data       255
04/30/2002   00:00      No Data       255
05/01/2002   00:00      No Data       255
05/02/2002   00:00      No Data       255
05/03/2002   00:00      No Data       255
05/04/2002   00:00      No Data       255
05/05/2002   00:00      No Data       255
05/06/2002   00:00      No Data       255
05/07/2002   00:00      No Data       255
05/08/2002   00:00      No Data       255
05/09/2002   00:00      No Data       255
05/10/2002   00:00      No Data       255
05/11/2002   00:00      No Data       255
05/12/2002   00:00      No Data       255
05/13/2002   00:00      No Data       255
05/14/2002   00:00      No Data       255
05/15/2002   00:00      No Data       255
05/16/2002   00:00          741         2
05/17/2002   00:00          856         2
05/18/2002   00:00          926         2
05/19/2002   00:00          947         2
05/20/2002   00:00         1340        10
05/21/2002   00:00         1320        10
05/22/2002   00:00         1140        10
05/23/2002   00:00         1030         2
05/24/2002   00:00          999         2
05/25/2002   00:00         1040         2
05/26/2002   00:00         1120        10
05/27/2002   00:00         1250        10
05/28/2002   00:00         1770        10
05/29/2002   00:00         2010        10
05/30/2002   00:00         2010        10
05/31/2002   00:00         1820        10
06/01/2002   00:00         1590        10
06/02/2002   00:00         1600        10
06/03/2002   00:00         1660        10
06/04/2002   00:00         1690        10
06/05/2002   00:00         1790        10
06/06/2002   00:00         1780        10
06/07/2002   00:00         1280        10
06/08/2002   00:00         1030         2
06/09/2002   00:00          905         2
06/10/2002   00:00         1020        10
06/11/2002   00:00         1230        10
06/12/2002   00:00         1530        10
06/13/2002   00:00         1860        10
06/14/2002   00:00         2100        10
06/15/2002   00:00         2180        10
06/16/2002   00:00         1960        10
06/17/2002   00:00         1550        10
06/18/2002   00:00         1600        10
06/19/2002   00:00         1290        10
06/20/2002   00:00         1210        10
06/21/2002   00:00         1300        10
06/22/2002   00:00         1460        10
06/23/2002   00:00         1450        10
06/24/2002   00:00         1280        10
06/25/2002   00:00         1250        10
06/26/2002   00:00         1410        10
06/27/2002   00:00         1430        10
06/28/2002   00:00         1220        10
06/29/2002   00:00         1410        10
06/30/2002   00:00          999         2
07/01/2002   00:00          875         2
07/02/2002   00:00          774         2
07/03/2002   00:00          732         2
07/04/2002   00:00          678         2
07/05/2002   00:00          626         2
07/06/2002   00:00          615         2
07/07/2002   00:00          667         2
07/08/2002   00:00          791         2
07/09/2002   00:00          651         2
07/10/2002   00:00          671         2
07/11/2002   00:00          733         2
07/12/2002   00:00          696         2
07/13/2002   00:00          657         2
07/14/2002   00:00          629         2
07/15/2002   00:00          538         2
07/16/2002   00:00          487         2
07/17/2002   00:00          461         2
07/18/2002   00:00          427         2
07/19/2002   00:00          403         2
07/20/2002   00:00          369         2
07/21/2002   00:00          343         2
07/22/2002   00:00          321         2
07/23/2002   00:00          303         2
07/24/2002   00:00          289         2
07/25/2002   00:00          273         2
07/26/2002   00:00          258         2
07/27/2002   00:00          234         2
07/28/2002   00:00          212         2
07/29/2002   00:00          213         2
07/30/2002   00:00          196         2
07/31/2002   00:00          180         2
08/01/2002   00:00          168         2
08/02/2002   00:00          159         2
08/03/2002   00:00          151         2
08/04/2002   00:00          144         2
08/05/2002   00:00          141         2
08/06/2002   00:00          142         2
08/07/2002   00:00          134         2
08/08/2002   00:00          126         2
08/09/2002   00:00          119         2
08/10/2002   00:00          116         2
08/11/2002   00:00          114         2
08/12/2002   00:00          109         2
08/13/2002   00:00          104         2
08/14/2002   00:00         98.5         2
08/15/2002   00:00         98.2         2
08/16/2002   00:00         96.9         2
08/17/2002   00:00         90.8         2
08/18/2002   00:00         86.0         2
08/19/2002   00:00         81.9         2
08/20/2002   00:00         78.3         2
08/21/2002   00:00         77.4         2
08/22/2002   00:00         71.8         2
08/23/2002   00:00         68.2         2
08/24/2002   00:00         69.0         2
08/25/2002   00:00         68.1         2
08/26/2002   00:00         67.4         2
08/27/2002   00:00         66.4         2
08/28/2002   00:00         62.5         8
08/29/2002   00:00         59.9         8
08/30/2002   00:00         55.1         8
08/31/2002   00:00         53.7         8
09/01/2002   00:00         51.7         8
09/02/2002   00:00         52.1         8
09/03/2002   00:00         56.2         8
09/04/2002   00:00         54.0         8
09/05/2002   00:00         51.0         8
09/06/2002   00:00         49.9         8
09/07/2002   00:00         49.6         8
09/08/2002   00:00         47.9         8
09/09/2002   00:00         46.8         8
09/10/2002   00:00         44.9         8
09/11/2002   00:00         42.3         8
09/12/2002   00:00         40.2         8
09/13/2002   00:00         38.1         8
09/14/2002   00:00         37.0         8
09/15/2002   00:00         35.8         8
09/16/2002   00:00         35.2         8
09/17/2002   00:00         36.7         8
09/18/2002   00:00         36.9         8
09/19/2002   00:00         33.2         8
09/20/2002   00:00         32.7       161
09/21/2002   00:00         32.9         8
09/22/2002   00:00         32.2       161
09/23/2002   00:00         32.0       161
09/24/2002   00:00         31.5       161
09/25/2002   00:00         31.5       161
09/26/2002   00:00         31.8       161
09/27/2002   00:00         34.5         2
09/28/2002   00:00         34.3         2
09/29/2002   00:00         33.5         2
09/30/2002   00:00         45.4         2
10/01/2002   00:00         54.6         2
