45K090--White R. nr Plain

DATE         TIME    FLOW (cfs)   QUALITY
12/24/2002   00:00          123         2
12/25/2002   00:00          121         2
12/26/2002   00:00          119         2
12/27/2002   00:00          119         2
12/28/2002   00:00          116         2
12/29/2002   00:00          119         2
12/30/2002   00:00          114         2
12/31/2002   00:00          115         2
01/01/2003   00:00          111         2
01/02/2003   00:00         98.8         2
01/03/2003   00:00          133         2
01/04/2003   00:00          151         2
01/05/2003   00:00          157         2
01/06/2003   00:00          149         2
01/07/2003   00:00          139         2
01/08/2003   00:00          133         2
01/09/2003   00:00          129         2
01/10/2003   00:00          119         2
01/11/2003   00:00          128         2
01/12/2003   00:00          127         2
01/13/2003   00:00          125         2
01/14/2003   00:00          123         2
01/15/2003   00:00          116         2
01/16/2003   00:00          116         2
01/17/2003   00:00          112         2
01/18/2003   00:00          109         2
01/19/2003   00:00          109         2
01/20/2003   00:00          108         2
01/21/2003   00:00          109         2
01/22/2003   00:00          110         2
01/23/2003   00:00          112         2
01/24/2003   00:00          134         2
01/25/2003   00:00          138         2
01/26/2003   00:00          389         2
01/27/2003   00:00         1700         2
01/28/2003   00:00          834         2
01/29/2003   00:00          576         2
01/30/2003   00:00          491         2
01/31/2003   00:00          646         2
02/01/2003   00:00          835         2
02/02/2003   00:00          641         2
02/03/2003   00:00          553         2
02/04/2003   00:00          484         2
02/05/2003   00:00          431         2
02/06/2003   00:00          386         2
02/07/2003   00:00          353         2
02/08/2003   00:00          326         2
02/09/2003   00:00          305         2
02/10/2003   00:00          289         2
02/11/2003   00:00          276         2
02/12/2003   00:00          269         2
02/13/2003   00:00          264         2
02/14/2003   00:00          258         2
02/15/2003   00:00          251         2
02/16/2003   00:00          249         2
02/17/2003   00:00          245         2
02/18/2003   00:00          236         2
02/19/2003   00:00          229         2
02/20/2003   00:00          226         2
02/21/2003   00:00          241         2
02/22/2003   00:00          250         2
02/23/2003   00:00          234         2
02/24/2003   00:00          217         2
02/25/2003   00:00          211         2
02/26/2003   00:00          215         2
02/27/2003   00:00          208         2
02/28/2003   00:00          201         2
03/01/2003   00:00          196         2
03/02/2003   00:00          193         2
03/03/2003   00:00          190         2
03/04/2003   00:00          187         2
03/05/2003   00:00          185         2
03/06/2003   00:00          193         2
03/07/2003   00:00          187         2
03/08/2003   00:00          181         2
03/09/2003   00:00          183         2
03/10/2003   00:00          182         2
03/11/2003   00:00          202         2
03/12/2003   00:00          261         2
03/13/2003   00:00          402         2
03/14/2003   00:00          646         2
03/15/2003   00:00          705         2
03/16/2003   00:00          727         2
03/17/2003   00:00          654         2
03/18/2003   00:00          588         2
03/19/2003   00:00          528         2
03/20/2003   00:00          491         2
03/21/2003   00:00          484         2
03/22/2003   00:00          559         2
03/23/2003   00:00          605         2
03/24/2003   00:00          530         2
03/25/2003   00:00          493         2
03/26/2003   00:00          460         2
03/27/2003   00:00          423         2
03/28/2003   00:00          392         2
03/29/2003   00:00          371         2
03/30/2003   00:00          446         2
03/31/2003   00:00         1070         2
04/01/2003   00:00         1210         2
04/02/2003   00:00         1010         2
04/03/2003   00:00          865         2
04/04/2003   00:00          746         2
04/05/2003   00:00          663         2
04/06/2003   00:00          597         2
04/07/2003   00:00          546         2
04/08/2003   00:00          520         2
04/09/2003   00:00          538         2
04/10/2003   00:00          559         2
04/11/2003   00:00          544         2
04/12/2003   00:00          593         2
04/13/2003   00:00          681         2
04/14/2003   00:00          840         2
04/15/2003   00:00          815         2
04/16/2003   00:00          802         2
04/17/2003   00:00          789         2
04/18/2003   00:00          742         2
04/19/2003   00:00          701         2
04/20/2003   00:00          681         2
04/21/2003   00:00          757         2
04/22/2003   00:00          919         2
04/23/2003   00:00         1010         2
04/24/2003   00:00         1110         2
04/25/2003   00:00         1190         2
04/26/2003   00:00         1090         2
04/27/2003   00:00         1050         2
04/28/2003   00:00         1000         2
04/29/2003   00:00         1030         2
04/30/2003   00:00         1040         2
05/01/2003   00:00         1160         2
05/02/2003   00:00         1350         2
05/03/2003   00:00         1370         2
05/04/2003   00:00         1250         2
05/05/2003   00:00         1160         2
05/06/2003   00:00         1060         2
05/07/2003   00:00          926         2
05/08/2003   00:00          889         2
05/09/2003   00:00          921         2
05/10/2003   00:00         1020         2
05/11/2003   00:00         1160         2
05/12/2003   00:00         1220         2
05/13/2003   00:00         1340         2
05/14/2003   00:00         1420         2
05/15/2003   00:00         1230         2
05/16/2003   00:00         1060         2
05/17/2003   00:00          917         2
05/18/2003   00:00          808         2
05/19/2003   00:00          743         2
05/20/2003   00:00          713         2
05/21/2003   00:00          866         2
05/22/2003   00:00         1130         2
05/23/2003   00:00         2080        10
05/24/2003   00:00         3370        10
05/25/2003   00:00         2500        10
05/26/2003   00:00         2080         2
05/27/2003   00:00         2690        10
05/28/2003   00:00         3220        10
05/29/2003   00:00         2820        10
05/30/2003   00:00         2800        10
05/31/2003   00:00         2980        10
06/01/2003   00:00         2410        10
06/02/2003   00:00         2220         2
06/03/2003   00:00         2090         2
06/04/2003   00:00         2370        10
06/05/2003   00:00         3030        10
06/06/2003   00:00         3750        10
06/07/2003   00:00         4070        10
06/08/2003   00:00         3970        10
06/09/2003   00:00         3570        10
06/10/2003   00:00         2580        10
06/11/2003   00:00         2370        10
06/12/2003   00:00         2200        10
06/13/2003   00:00         1860         2
06/14/2003   00:00         1570         2
06/15/2003   00:00         1560         2
06/16/2003   00:00         1610         2
06/17/2003   00:00         2070         2
06/18/2003   00:00         2140         2
06/19/2003   00:00         1620         2
06/20/2003   00:00         1200         2
06/21/2003   00:00          976         2
06/22/2003   00:00          834         2
06/23/2003   00:00          850         2
06/24/2003   00:00         1070         2
06/25/2003   00:00         1370         2
06/26/2003   00:00         1900         2
06/27/2003   00:00         2020        10
06/28/2003   00:00         1700         2
06/29/2003   00:00         1670         2
06/30/2003   00:00         1370         2
07/01/2003   00:00         1080         2
07/02/2003   00:00          972         2
07/03/2003   00:00          996         2
07/04/2003   00:00         1100         2
07/05/2003   00:00         1160         2
07/06/2003   00:00         1080         2
07/07/2003   00:00          989         2
07/08/2003   00:00          803         2
07/09/2003   00:00          832         2
07/10/2003   00:00          984         2
07/11/2003   00:00         1060         2
07/12/2003   00:00          985         2
07/13/2003   00:00          753         2
07/14/2003   00:00          671         2
07/15/2003   00:00          631         2
07/16/2003   00:00          588         2
07/17/2003   00:00          512         2
07/18/2003   00:00          549         2
07/19/2003   00:00          514         2
07/20/2003   00:00          570         2
07/21/2003   00:00          546         2
07/22/2003   00:00          533         2
07/23/2003   00:00          502         2
07/24/2003   00:00          390         2
07/25/2003   00:00          350         2
07/26/2003   00:00          400         2
07/27/2003   00:00          367         2
07/28/2003   00:00          361         2
07/29/2003   00:00          372         2
07/30/2003   00:00          365         2
07/31/2003   00:00          388         2
08/01/2003   00:00          315         2
08/02/2003   00:00          274         2
08/03/2003   00:00          248         2
08/04/2003   00:00          237         2
08/05/2003   00:00          255         2
08/06/2003   00:00          247         2
08/07/2003   00:00          224         2
08/08/2003   00:00          231         2
08/09/2003   00:00          235         2
08/10/2003   00:00          213         2
08/11/2003   00:00          200         2
08/12/2003   00:00          191         2
08/13/2003   00:00          184         2
08/14/2003   00:00          187         2
08/15/2003   00:00          208         2
08/16/2003   00:00          226         2
08/17/2003   00:00          215         2
08/18/2003   00:00          223         2
08/19/2003   00:00          220         2
08/20/2003   00:00          206         2
08/21/2003   00:00          193         2
08/22/2003   00:00          199         2
08/23/2003   00:00          187         2
08/24/2003   00:00          167         2
08/25/2003   00:00          160         2
08/26/2003   00:00          178         2
08/27/2003   00:00          183         2
08/28/2003   00:00          173         2
08/29/2003   00:00          172         2
08/30/2003   00:00          177         2
08/31/2003   00:00          181         2
09/01/2003   00:00          182         2
09/02/2003   00:00          175         2
09/03/2003   00:00          183         2
09/04/2003   00:00          198         2
09/05/2003   00:00          195         2
09/06/2003   00:00          187         2
09/07/2003   00:00          189         2
09/08/2003   00:00          174         2
09/09/2003   00:00          156         2
09/10/2003   00:00          129         2
09/11/2003   00:00          147         2
09/12/2003   00:00          177         2
09/13/2003   00:00          147         2
09/14/2003   00:00          132         2
09/15/2003   00:00          130         2
09/16/2003   00:00          117         2
09/17/2003   00:00          111         2
09/18/2003   00:00         96.8         2
09/19/2003   00:00          139         2
09/20/2003   00:00          140         2
09/21/2003   00:00          122         2
09/22/2003   00:00          120         2
09/23/2003   00:00          141         2
09/24/2003   00:00          143         2
09/25/2003   00:00          136         2
09/26/2003   00:00          162         2
09/27/2003   00:00          172         2
09/28/2003   00:00          170         2
09/29/2003   00:00          165         2
09/30/2003   00:00          157         2
10/01/2003   00:00          155         2
